Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo,Division,Video,Link Jugador,Valor de Mercado,Valor negociado,V Region,Nacionalidad,Extranjero,Valoracion
Gabriel Castellón,08/09/1993,Portero,Portero,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/gabriel-castellon/profil/spieler/189785,450 mil €,,No,Chile,No,Predeterminado
Cristopher Toselli,15/06/1988,Portero,Portero,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/cristopher-toselli/profil/spieler/72903,250 mil €,,No,Chile,No,Predeterminado
Pedro Garrido,29/10/2003,Portero,Portero,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/pedro-garrido/profil/spieler/881115,50 mil €,,No,Chile,No,Predeterminado
Fabricio Formiliano,14/01/1993,Defensa central,Pivote,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/fabricio-formiliano/profil/spieler/197231,"1,50 mill. €",,No,Uruguay,Si,Predeterminado
Franco Calderón,13/05/1998,Defensa central,Defensa central,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/franco-calderon/profil/spieler/667616,750 mil €,,No,Argentina,Si,Predeterminado
Ignacio Tapia,22/02/1999,Defensa central,Defensa central,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/ignacio-tapia/profil/spieler/460830,300 mil €,,No,Chile,No,Predeterminado
Matías Zaldivia,22/01/1991,Defensa central,Defensa central,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/matias-zaldivia/profil/spieler/168259,175 mil €,,No,Chile,No,Predeterminado
Sebastián Painen,13/06/2004,Defensa central,Defensa central,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/sebastian-painen/profil/spieler/1123275,Sin valor,,No,Chile,No,Predeterminado
David Retamal,14/04/2003,Defensa central,Lateral derecho,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/david-retamal/profil/spieler/1204631,Sin valor,,No,Chile,No,Predeterminado
Antonio Díaz,26/04/2000,Lateral izquierdo,Interior izquierdo,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/antonio-diaz/profil/spieler/491646,450 mil €,,No,Chile,No,Predeterminado
José Ignacio Castro,13/10/2001,Lateral izquierdo,Interior izquierdo,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/jose-ignacio-castro/profil/spieler/873900,350 mil €,,No,Chile,No,Predeterminado
Marcelo Morales,06/06/2003,Lateral izquierdo,Interior izquierdo,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/marcelo-morales/profil/spieler/841340,350 mil €,,No,Chile,No,Predeterminado
Fabián Hormazábal,26/04/1996,Lateral derecho,Extremo derecho,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/fabian-hormazabal/profil/spieler/371988,"1,00 mill. €",,No,Chile,No,Predeterminado
Juan Pablo Gómez,11/05/1991,Lateral derecho,Interior derecho,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/juan-pablo-gomez/profil/spieler/193137,650 mil €,,No,Argentina,Si,Predeterminado
Emmanuel Ojeda,05/11/1997,Pivote,Mediocentro,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/emmanuel-ojeda/profil/spieler/471657,700 mil €,,No,Argentina,Si,Predeterminado
Marcelo Díaz,30/12/1986,Pivote,Mediocentro,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/marcelo-diaz/profil/spieler/83895,150 mil €,,No,Chile,No,Predeterminado
Renato Cordero,16/04/2003,Pivote,Mediocentro,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/renato-cordero/profil/spieler/874341,Sin valor,,No,Chile,No,Predeterminado
Charles Aránguiz,17/04/1989,Mediocentro,Pivote,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/charles-aranguiz/profil/spieler/89701,"3,50 mill. €",,No,Chile,No,Predeterminado
Federico Mateos,28/03/1993,Mediocentro,Pivote,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/federico-mateos/profil/spieler/727788,800 mil €,,No,Argentina,Si,Predeterminado
Israel Poblete,22/06/1995,Mediocentro,Interior derecho,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/israel-poblete/profil/spieler/336346,600 mil €,,No,Chile,No,Predeterminado
Matías Sepúlveda,12/03/1999,Mediocentro,Lateral izquierdo,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/matias-sepulveda/profil/spieler/511436,450 mil €,,No,Chile,No,Predeterminado
Jeison Fuentealba,10/01/2003,Mediocentro,Mediocentro ofensivo,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/jeison-fuentealba/profil/spieler/881114,175 mil €,,No,Chile,No,Predeterminado
Fernando Sanguinetti,23/06/2005,Mediocentro,Pivote,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/fernando-sanguinetti/profil/spieler/1199052,Sin valor,,No,Chile,No,Predeterminado
Lucas Assadi,08/01/2004,Mediocentro ofensivo,Extremo izquierdo,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/lucas-assadi/profil/spieler/718213,"1,80 mill. €",,No,Chile,No,Predeterminado
Agustín Arce,24/01/2005,Mediocentro ofensivo,Mediocentro,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/agustin-arce/profil/spieler/1023668,50 mil €,,No,Chile,No,Predeterminado
Leandro Fernández,12/03/1991,Extremo izquierdo,Delantero centro,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/leandro-fernandez/profil/spieler/131840,"1,00 mill. €",,No,Argentina,Si,Predeterminado
Ignacio Vásquez,22/05/2006,Extremo izquierdo,Mediocentro ofensivo,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/ignacio-vasquez/profil/spieler/1119924,Sin valor,,No,Chile,No,Predeterminado
Maximiliano Guerrero,15/01/2000,Extremo derecho,Interior derecho,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/maximiliano-guerrero/profil/spieler/540968,125 mil €,,No,Chile,No,Predeterminado
Salvador Negrete,03/08/2006,Extremo derecho,Extremo izquierdo,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/salvador-negrete/profil/spieler/1274499,Sin valor,,No,Chile,No,Predeterminado
Cristian Palacios,02/09/1990,Delantero centro,Delantero centro,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/cristian-palacios/profil/spieler/127271,800 mil €,,No,Uruguay,Si,Predeterminado
Nicolás Guerra,09/01/1999,Delantero centro,Extremo izquierdo,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/nicolas-guerra/profil/spieler/534037,700 mil €,,No,Chile,No,Predeterminado
Luciano Pons,18/04/1990,Delantero centro,Delantero centro,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/luciano-pons/profil/spieler/538770,700 mil €,,No,Argentina,Si,Predeterminado
Cristóbal Muñoz,22/01/2002,Delantero centro,Delantero centro,Universidad de Chile,Primera A Chile,,https://www.transfermarkt.es/cristobal-munoz/profil/spieler/873905,125 mil €,,No,Chile,No,Predeterminado
Omar Carabalí,12/06/1997,Portero,Portero,Unión La Calera,Primera A Chile,,https://www.transfermarkt.es/omar-carabali/profil/spieler/462231,250 mil €,,Si,Chile,No,Predeterminado
Matías Ibáñez,16/12/1986,Portero,Portero,Unión La Calera,Primera A Chile,,https://www.transfermarkt.es/matias-ibanez/profil/spieler/73586,75 mil €,,Si,Argentina,Si,Predeterminado
Jorge Peña,11/07/2000,Portero,Portero,Unión La Calera,Primera A Chile,,https://www.transfermarkt.es/jorge-pena/profil/spieler/695981,50 mil €,,Si,Chile,No,Predeterminado
Fernando Otárola,04/02/1986,Portero,Portero,Unión La Calera,Primera A Chile,,https://www.transfermarkt.es/fernando-otarola/profil/spieler/440176,25 mil €,,Si,Argentina,Si,Predeterminado
Joshua Tapia,18/07/2003,Portero,Portero,Unión La Calera,Primera A Chile,,https://www.transfermarkt.es/joshua-tapia/profil/spieler/985012,25 mil €,,Si,Chile,No,Predeterminado
Benjamín Astudillo,27/12/2006,Portero,Portero,Unión La Calera,Primera A Chile,,https://www.transfermarkt.es/benjamin-astudillo/profil/spieler/1001588,Sin valor,,Si,Chile,No,Predeterminado
Enzo Ferrario,03/03/2000,Defensa central,Lateral derecho,Unión La Calera,Primera A Chile,,https://www.transfermarkt.es/enzo-ferrario/profil/spieler/172562,425 mil €,,Si,Chile,No,Predeterminado
Tomás Asta-Buruaga,11/10/1996,Defensa central,Lateral derecho,Unión La Calera,Primera A Chile,,https://www.transfermarkt.es/tomas-asta-buruaga/profil/spieler/404118,400 mil €,,Si,Chile,No,Predeterminado
Bruno Romo,20/05/1989,Defensa central,Defensa central,Unión La Calera,Primera A Chile,,https://www.transfermarkt.es/bruno-romo/profil/spieler/63396,400 mil €,,Si,Chile,No,Predeterminado
