Nombre Jugador,Fecha Nacimiento,Posicion,Posicion Secundaria,Equipo,Division,Video,Link Jugador,Valor de Mercado,Valor negociado,V Region,Nacionalidad,Extranjero,Valoracion
Juan Pablo Cisternas,25/08/2002,Portero,Portero,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/juan-pablo-cisternas/profil/spieler/844439,25 mil €,,No,Chile,No,Predeterminado
Cristóbal Marín,09/02/2004,Portero,Portero,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/cristobal-marin/profil/spieler/1108455,Sin valor,,No,Chile,No,Predeterminado
Hardy Cavero,31/05/1996,Defensa central,Lateral izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/hardy-cavero/profil/spieler/319464,300 mil €,,No,Chile,No,Predeterminado
Benjamín Vidal,18/03/1991,Defensa central,Defensa central,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/benjamin-vidal/profil/spieler/170021,250 mil €,,No,Chile,No,Predeterminado
Andrés Robles,07/05/1994,Defensa central,Pivote,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/andres-robles/profil/spieler/168987,225 mil €,,No,Chile,No,Predeterminado
Nicolás Berardo,26/07/1990,Defensa central,Lateral izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/nicolas-berardo/profil/spieler/113594,175 mil €,,No,Argentina,Si,Predeterminado
Simón González,12/10/2000,Defensa central,Defensa central,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/simon-gonzalez/profil/spieler/740017,75 mil €,,No,Chile,No,Predeterminado
Rodrigo Astorga,05/03/2004,Defensa central,Lateral derecho,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/rodrigo-astorga/profil/spieler/1039588,50 mil €,,No,Chile,No,Predeterminado
Cristián Díaz,12/12/2002,Defensa central,Pivote,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/cristian-diaz/profil/spieler/953173,50 mil €,,No,Chile,No,Predeterminado
Mario Larenas,27/07/1993,Lateral izquierdo,Lateral derecho,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/mario-larenas/profil/spieler/270782,350 mil €,,No,Chile,No,Predeterminado
Felipe Alvarado,08/02/1999,Lateral izquierdo,Lateral izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/felipe-alvarado/profil/spieler/699314,75 mil €,,No,Chile,No,Predeterminado
Lukas Soza,19/01/1998,Lateral derecho,Lateral izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/lukas-soza/profil/spieler/711258,175 mil €,,No,Chile,No,Predeterminado
Manuel Maluenda,21/12/2002,Lateral derecho,Interior derecho,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/manuel-maluenda/profil/spieler/974174,Sin valor,,No,Chile,No,Predeterminado
Franko Siegler,03/12/2005,Lateral derecho,Lateral derecho,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/franko-siegler/profil/spieler/1241479,Sin valor,,No,Chile,No,Predeterminado
Salvador Cordero,11/03/1996,Pivote,Lateral izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/salvador-cordero/profil/spieler/418169,375 mil €,,No,Chile,No,Predeterminado
Mauricio Morales,07/01/2000,Pivote,Mediocentro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/mauricio-morales/profil/spieler/491643,350 mil €,,No,Chile,No,Predeterminado
Gonzalo Espinoza,09/04/1990,Pivote,Mediocentro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/gonzalo-espinoza/profil/spieler/176905,275 mil €,,No,Chile,No,Predeterminado
Fabio Vázquez,19/02/1994,Pivote,Mediocentro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/fabio-vazquez/profil/spieler/230072,200 mil €,,No,Argentina,Si,Predeterminado
Juan Araya,05/05/1998,Mediocentro,Lateral derecho,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/juan-araya/profil/spieler/838421,275 mil €,,No,Chile,No,Predeterminado
Adrián Cuadra,23/10/1997,Mediocentro,Pivote,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/adrian-cuadra/profil/spieler/413189,150 mil €,,No,Chile,No,Predeterminado
Daniel Imperiale,22/04/1988,Mediocentro,Pivote,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/daniel-imperiale/profil/spieler/420445,125 mil €,,No,Argentina,Si,Predeterminado
Bruno Liuzzi,30/08/2000,Mediocentro,Pivote,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/bruno-liuzzi/profil/spieler/875922,75 mil €,,No,Argentina,Si,Predeterminado
Sergio Hinojosa,06/11/2004,Mediocentro,Mediocentro ofensivo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/sergio-hinojosa/profil/spieler/1129281,Sin valor,,No,Chile,No,Predeterminado
Andrés Souper,06/05/1999,Mediocentro ofensivo,Mediocentro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/andres-souper/profil/spieler/512874,400 mil €,,No,Chile,No,Predeterminado
Bruno Pérez,18/03/2002,Mediocentro ofensivo,Extremo izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/bruno-perez/profil/spieler/953172,Sin valor,,No,Argentina,Si,Predeterminado
Jason Flores,28/02/1997,Extremo izquierdo,Mediocentro ofensivo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/jason-flores/profil/spieler/342244,500 mil €,,No,Chile,No,Predeterminado
Brayan Hurtado,21/06/1999,Extremo izquierdo,Delantero centro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/brayan-hurtado/profil/spieler/427609,475 mil €,,No,Venezuela,Si,Predeterminado
José Bandez,10/10/1999,Extremo izquierdo,Mediapunta,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/jose-bandez/profil/spieler/427684,300 mil €,,No,Venezuela,Si,Predeterminado
Cristofer Salas,23/05/2000,Extremo izquierdo,Extremo derecho,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/cristofer-salas/profil/spieler/729082,Sin valor,,No,Chile,No,Predeterminado
Luis Guerra,20/11/1996,Extremo derecho,Extremo izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/luis-guerra/profil/spieler/369965,300 mil €,,No,Venezuela,Si,Predeterminado
Pedro Campos,02/06/2000,Extremo derecho,Extremo izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/pedro-campos/profil/spieler/491647,200 mil €,,No,Chile,No,Predeterminado
Sebastián Ubilla,09/08/1990,Extremo derecho,Extremo izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/sebastian-ubilla/profil/spieler/136903,175 mil €,,No,Chile,No,Predeterminado
Matías Fredes,13/08/2001,Extremo derecho,Lateral derecho,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/matias-fredes/profil/spieler/909159,175 mil €,,No,Chile,No,Predeterminado
Boris González,09/07/2004,Extremo derecho,Extremo izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/boris-gonzalez/profil/spieler/1241480,Sin valor,,No,Chile,No,Predeterminado
Mauro Quiroga,07/12/1989,Delantero centro,Delantero centro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/mauro-quiroga/profil/spieler/158770,700 mil €,,No,Argentina,Si,Predeterminado
Rodrigo Contreras,27/10/1995,Delantero centro,Delantero centro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/rodrigo-contreras/profil/spieler/266906,500 mil €,,No,Argentina,Si,Predeterminado
Enzo Díaz,14/01/1992,Delantero centro,Delantero centro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/enzo-diaz/profil/spieler/610272,200 mil €,,No,Argentina,Si,Predeterminado
Maykol Sánchez,29/05/2002,Delantero centro,Extremo derecho,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/maykol-sanchez/profil/spieler/738440,125 mil €,,No,Chile,No,Predeterminado
Gabriel Harding,17/09/2000,Delantero centro,Delantero centro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/gabriel-harding/profil/spieler/712111,Sin valor,,No,Chile,No,Predeterminado
Brian Espinosa,16/09/2003,Delantero centro,Extremo izquierdo,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/brian-espinosa/profil/spieler/1241481,Sin valor,,No,Colombia,Si,Predeterminado
Daniel Oyarzún,14/01/2005,Delantero centro,Delantero centro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/daniel-oyarzun/profil/spieler/1265537,Sin valor,,No,Chile,No,Predeterminado
Abraham Bugueño,14/06/2006,Delantero centro,Delantero centro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/abraham-bugueno/profil/spieler/1270427,Sin valor,,No,Chile,No,Predeterminado
Felipe Álvarez,19/11/2004,Delantero centro,Delantero centro,Deportes Antofagasta,Primera B Chile,,https://www.transfermarkt.es/felipe-alvarez/profil/spieler/1129280,Sin valor,,No,Argentina,Si,Predeterminado
Zacarías López,30/06/1998,Portero,Portero,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/zacarias-lopez/profil/spieler/365813,900 mil €,,No,Chile,No,Predeterminado
Eryin Sanhueza,29/01/1996,Portero,Portero,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/eryin-sanhueza/profil/spieler/401560,125 mil €,,No,Chile,No,Predeterminado
Elías Hartard,18/05/1987,Portero,Portero,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/elias-hartard/profil/spieler/182208,50 mil €,,No,Chile,No,Predeterminado
José Tapia,03/06/2002,Portero,Portero,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/jose-tapia/profil/spieler/990936,25 mil €,,No,Chile,No,Predeterminado
Raúl Osorio,29/06/1995,Defensa central,Lateral izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/raul-osorio/profil/spieler/319474,400 mil €,,No,Chile,No,Predeterminado
Henry Sanhueza,24/03/1996,Defensa central,Pivote,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/henry-sanhueza/profil/spieler/417956,400 mil €,,No,Chile,No,Predeterminado
Enzo Guerrero,31/01/1991,Defensa central,Lateral derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/enzo-guerrero/profil/spieler/172389,375 mil €,,No,Chile,No,Predeterminado
Lucas Alarcón,05/03/2000,Defensa central,Lateral derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/lucas-alarcon/profil/spieler/491636,275 mil €,,No,Chile,No,Predeterminado
Matías Navarrete,20/01/1992,Defensa central,Lateral izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/matias-navarrete/profil/spieler/185654,250 mil €,,No,Chile,No,Predeterminado
Gonzalo Santelices,07/05/1996,Defensa central,Lateral izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/gonzalo-santelices/profil/spieler/727979,125 mil €,,No,Chile,No,Predeterminado
Danilo Ortíz,28/07/1992,Defensa central,Lateral izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/danilo-ortiz/profil/spieler/265590,125 mil €,,No,Paraguay,Si,Predeterminado
Byron Guajardo,25/05/1992,Defensa central,Pivote,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/byron-guajardo/profil/spieler/171257,125 mil €,,No,Chile,No,Predeterminado
Martín Castillo,31/03/2004,Defensa central,Defensa central,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/martin-castillo/profil/spieler/1230416,Sin valor,,No,Chile,No,Predeterminado
Vicente Durán,04/10/1999,Lateral izquierdo,Defensa central,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/vicente-duran/profil/spieler/698488,300 mil €,,No,Chile,No,Predeterminado
Felipe Saavedra,26/09/1996,Lateral izquierdo,Interior izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/felipe-saavedra/profil/spieler/408866,250 mil €,,No,Chile,No,Predeterminado
Matías Cortés,28/02/2003,Lateral izquierdo,Lateral izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/matias-cortes/profil/spieler/929630,125 mil €,,No,Chile,No,Predeterminado
Fernando Dinamarca,08/08/2004,Lateral izquierdo,Lateral izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/fernando-dinamarca/profil/spieler/1149104,Sin valor,,No,Chile,No,Predeterminado
Camilo Rodríguez,04/03/1995,Lateral derecho,Lateral derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/camilo-rodriguez/profil/spieler/319480,350 mil €,,No,Chile,No,Predeterminado
Martín Ramirez,31/12/2003,Lateral derecho,Lateral derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/martin-ramirez/profil/spieler/921868,150 mil €,,No,Chile,No,Predeterminado
Diego Sanhueza,30/06/2002,Lateral derecho,Lateral izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/diego-sanhueza/profil/spieler/843306,100 mil €,,No,Chile,No,Predeterminado
Jherson Reyes,26/08/2004,Lateral derecho,Lateral derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/jherson-reyes/profil/spieler/909474,75 mil €,,No,Perú,Si,Predeterminado
Luckas Carreño,04/07/2003,Pivote,Mediocentro,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/luckas-carreno/profil/spieler/932564,500 mil €,,No,Chile,No,Predeterminado
Fernando Miranda,14/10/1997,Pivote,Pivote,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/fernando-miranda/profil/spieler/622556,250 mil €,,No,Argentina,Si,Predeterminado
Sebastián Díaz,26/02/1996,Pivote,Mediocentro,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/sebastian-diaz/profil/spieler/352339,200 mil €,,No,Chile,No,Predeterminado
Martín Villarroel,23/09/2001,Pivote,Mediocentro,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/martin-villarroel/profil/spieler/844352,125 mil €,,No,Chile,No,Predeterminado
Daniel Cordero,24/11/2006,Centrocampista,Centrocampista,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/daniel-cordero/profil/spieler/1265538,Sin valor,,No,Chile,No,Predeterminado
Carlos Lobos,21/02/1997,Mediocentro,Pivote,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/carlos-lobos/profil/spieler/319470,350 mil €,,No,Chile,No,Predeterminado
Maximiliano Rodríguez,06/06/1999,Mediocentro,Mediocentro,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/maximiliano-rodriguez/profil/spieler/572674,250 mil €,,No,Uruguay,Si,Predeterminado
Sebastián Gallegos,18/01/1992,Mediocentro,Mediocentro ofensivo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/sebastian-gallegos/profil/spieler/120551,150 mil €,,No,Uruguay,Si,Predeterminado
Deian Verón,25/09/2000,Mediocentro,Pivote,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/deian-veron/profil/spieler/863710,100 mil €,,No,Argentina,Si,Predeterminado
Gustavo Gallardo,28/04/2001,Mediocentro,Pivote,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/gustavo-gallardo/profil/spieler/738121,100 mil €,,No,Chile,No,Predeterminado
Daniel Monardes,11/03/2000,Mediocentro,Extremo derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/daniel-monardes/profil/spieler/742028,75 mil €,,No,Chile,No,Predeterminado
René Meléndez,19/11/1998,Mediocentro,Mediocentro ofensivo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/rene-melendez/profil/spieler/401698,Sin valor,,No,Chile,No,Predeterminado
Felipe Mardones,24/03/2003,Mediocentro,Mediocentro,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/felipe-mardones/profil/spieler/1125513,Sin valor,,No,Chile,No,Predeterminado
Santiago Mederos,16/01/1998,Mediocentro ofensivo,Extremo izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/santiago-mederos/profil/spieler/656355,325 mil €,,No,Uruguay,Si,Predeterminado
Ethan Espinoza,17/01/2001,Mediocentro ofensivo,Mediocentro,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/ethan-espinoza/profil/spieler/817073,125 mil €,,No,Chile,No,Predeterminado
Fabián Espinoza,01/06/1998,Mediocentro ofensivo,Extremo derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/fabian-espinoza/profil/spieler/574496,100 mil €,,No,Chile,No,Predeterminado
Sebastián Molina,15/05/2001,Extremo izquierdo,Extremo derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/sebastian-molina/profil/spieler/883608,175 mil €,,No,Chile,No,Predeterminado
Valentín Coria,14/10/2001,Extremo izquierdo,Extremo derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/valentin-coria/profil/spieler/997846,75 mil €,,No,Argentina,Si,Predeterminado
Fabián Espinoza Farías,25/06/2003,Extremo izquierdo,Mediocentro ofensivo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/fabian-espinoza-farias/profil/spieler/1249008,Sin valor,,No,Chile,No,Predeterminado
Rodrigo Dubó,23/07/2003,Extremo izquierdo,Extremo izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/rodrigo-dubo/profil/spieler/1149105,Sin valor,,No,Chile,No,Predeterminado
Álvaro Delgado,13/05/1995,Extremo derecho,Extremo izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/alvaro-delgado/profil/spieler/265540,250 mil €,,No,Chile,No,Predeterminado
Gonzalo Reyes,05/09/1995,Extremo derecho,Extremo izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/gonzalo-reyes/profil/spieler/319479,150 mil €,,No,Chile,No,Predeterminado
Claudio Torres,30/03/2003,Extremo derecho,Mediapunta,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/claudio-torres/profil/spieler/894871,150 mil €,,No,Chile,No,Predeterminado
Maximiliano Guerrero,15/01/2000,Extremo derecho,Interior derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/maximiliano-guerrero/profil/spieler/540968,125 mil €,,No,Chile,No,Predeterminado
Juan Ignacio Figueroa,26/09/2003,Extremo derecho,Extremo izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/juan-ignacio-figueroa/profil/spieler/1128625,Sin valor,,No,Chile,No,Predeterminado
Pablo López,08/10/1996,Mediapunta,Delantero centro,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/pablo-lopez/profil/spieler/513761,350 mil €,,No,Uruguay,Si,Predeterminado
Lionel Altamirano,11/11/1992,Delantero centro,Delantero centro,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/lionel-altamirano/profil/spieler/266779,350 mil €,,No,Argentina,Si,Predeterminado
Juan Sánchez Sotelo,02/10/1987,Delantero centro,Delantero centro,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/juan-sanchez-sotelo/profil/spieler/82550,300 mil €,,No,Argentina,Si,Predeterminado
Richard Paredes,04/12/1997,Delantero centro,Extremo izquierdo,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/richard-paredes/profil/spieler/376543,250 mil €,,No,Chile,No,Predeterminado
Lautaro Rinaldi,30/12/1993,Delantero centro,Delantero centro,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/lautaro-rinaldi/profil/spieler/283602,200 mil €,,No,Argentina,Si,Predeterminado
Diego Arias,08/12/1999,Delantero centro,Mediapunta,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/diego-arias/profil/spieler/567413,150 mil €,,No,Chile,No,Predeterminado
Carlos Vásquez,16/01/2003,Delantero centro,Extremo derecho,Deportes La Serena,Primera B Chile,,https://www.transfermarkt.es/carlos-vasquez/profil/spieler/1230395,Sin valor,,No,Chile,No,Predeterminado
Gastón Rodríguez,12/02/1994,Portero,Portero,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/gaston-rodriguez/profil/spieler/189422,350 mil €,,No,Uruguay,Si,Predeterminado
José Luis Gamonal,09/10/1989,Portero,Portero,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/jose-luis-gamonal/profil/spieler/455028,125 mil €,,No,Chile,No,Predeterminado
Marcelo Vásquez,18/07/2001,Portero,Portero,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/marcelo-vasquez/profil/spieler/727855,75 mil €,,No,Chile,No,Predeterminado
Yair Bonnín,20/09/1990,Portero,Portero,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/yair-bonnin/profil/spieler/105889,50 mil €,,No,Argentina,Si,Predeterminado
Sebastian Aravena,23/01/2002,Portero,Portero,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/sebastian-aravena/profil/spieler/895832,Sin valor,,No,Chile,No,Predeterminado
Martín Villalobos,28/08/2008,Portero,Portero,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/martin-villalobos/profil/spieler/1242119,Sin valor,,No,Chile,No,Predeterminado
Martín Torres,09/02/2005,Portero,Portero,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/martin-torres/profil/spieler/1248456,Sin valor,,No,Chile,No,Predeterminado
Nicolás Mancilla,07/10/1993,Defensa central,Lateral derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/nicolas-mancilla/profil/spieler/265588,350 mil €,,No,Chile,No,Predeterminado
Bastián San Juan,27/04/1994,Defensa central,Lateral derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/bastian-san-juan/profil/spieler/272185,350 mil €,,No,Chile,No,Predeterminado
Sergio Felipe,21/02/1991,Defensa central,Lateral derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/sergio-felipe/profil/spieler/311345,175 mil €,,No,Uruguay,Si,Predeterminado
Ezequiel Luna,19/11/1986,Defensa central,Lateral derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/ezequiel-luna/profil/spieler/77371,125 mil €,,No,Argentina,Si,Predeterminado
Mauricio Iturra,28/11/1996,Defensa central,Lateral derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/mauricio-iturra/profil/spieler/534274,100 mil €,,No,Chile,No,Predeterminado
Juan Abarca,07/12/1988,Defensa central,Lateral izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/juan-abarca/profil/spieler/89777,75 mil €,,No,Chile,No,Predeterminado
Javier Rivera,19/10/1999,Defensa central,Lateral derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/javier-rivera/profil/spieler/727856,25 mil €,,No,Chile,No,Predeterminado
Ignacio Carrasco,30/01/2003,Defensa central,Defensa central,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/ignacio-carrasco/profil/spieler/874551,Sin valor,,No,Chile,No,Predeterminado
Sebastián Acuña,15/03/2003,Defensa central,Lateral derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/sebastian-acuna/profil/spieler/1151373,Sin valor,,No,Chile,No,Predeterminado
Claudio Jopia,17/11/1991,Lateral izquierdo,Interior izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/claudio-jopia/profil/spieler/124477,250 mil €,,No,Chile,No,Predeterminado
Kevin Egaña,05/04/1996,Lateral izquierdo,Lateral izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/kevin-egana/profil/spieler/536018,150 mil €,,No,Chile,No,Predeterminado
Nelson Rebolledo,14/11/1985,Lateral izquierdo,Interior izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/nelson-rebolledo/profil/spieler/89789,25 mil €,,No,Chile,No,Predeterminado
Byron Navarro,05/01/2004,Lateral izquierdo,Lateral izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/byron-navarro/profil/spieler/1224310,Sin valor,,No,Chile,No,Predeterminado
Christopher Díaz,25/07/1995,Lateral derecho,Extremo derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/christopher-diaz/profil/spieler/319467,325 mil €,,No,Chile,No,Predeterminado
Juan José Contreras,08/07/1993,Lateral derecho,Defensa central,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/juan-jose-contreras/profil/spieler/428531,300 mil €,,No,Chile,No,Predeterminado
Federico Illanes,29/06/1994,Pivote,Mediocentro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/federico-illanes/profil/spieler/360446,300 mil €,,No,Argentina,Si,Predeterminado
Esteban Carvajal,17/11/1988,Pivote,Mediocentro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/esteban-carvajal/profil/spieler/138815,250 mil €,,No,Chile,No,Predeterminado
Leonardo Povea,26/01/1994,Pivote,Mediocentro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/leonardo-povea/profil/spieler/239200,175 mil €,,No,Chile,No,Predeterminado
Franco Bellocq,15/10/1993,Pivote,Mediocentro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/franco-bellocq/profil/spieler/334058,150 mil €,,No,Argentina,Si,Predeterminado
Ignacio Caroca,02/11/1993,Pivote,Mediocentro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/ignacio-caroca/profil/spieler/216789,125 mil €,,No,Chile,No,Predeterminado
Pablo Sanhueza,21/06/1995,Pivote,Defensa central,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/pablo-sanhueza/profil/spieler/345642,100 mil €,,No,Chile,No,Predeterminado
Agustin Donoso,21/04/2004,Pivote,Defensa central,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/agustin-donoso/profil/spieler/927475,50 mil €,,No,Chile,No,Predeterminado
Gary Moya,23/10/2001,Mediocentro,Mediocentro ofensivo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/gary-moya/profil/spieler/840430,500 mil €,,No,Chile,No,Predeterminado
Alejandro Márquez,31/10/1991,Mediocentro,Lateral derecho,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/alejandro-marquez/profil/spieler/172591,175 mil €,,No,Chile,No,Predeterminado
Iván Ledezma,19/07/1995,Mediocentro ofensivo,Mediocentro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/ivan-ledezma/profil/spieler/345734,375 mil €,,No,Chile,No,Predeterminado
Mauro González,31/08/1996,Mediocentro ofensivo,Mediocentro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/mauro-gonzalez/profil/spieler/383636,350 mil €,,No,Argentina,Si,Predeterminado
Brayan Valdivia,08/07/1994,Mediocentro ofensivo,Extremo izquierdo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/brayan-valdivia/profil/spieler/511684,325 mil €,,No,Chile,No,Predeterminado
Juan Gutiérrez,11/02/1990,Mediocentro ofensivo,Mediocentro,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/juan-gutierrez/profil/spieler/216793,125 mil €,,No,Chile,No,Predeterminado
Agustín Mora,08/01/2004,Mediocentro ofensivo,Mediocentro ofensivo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/agustin-mora/profil/spieler/1266346,Sin valor,,No,Chile,No,Predeterminado
Tomás Gómez,28/06/2005,Mediocentro ofensivo,Mediocentro ofensivo,Rangers de Talca,Primera B Chile,,https://www.transfermarkt.es/tomas-gomez/profil/spieler/1229351,Sin valor,,No,Chile,No,Predeterminado
